id_station,p_max,p_cum,operateur,amenageur,longitude,latitude
FRFASP50995,300.0,2400.0,Fastned France,Fastned France,0.200706,45.98526
FRN54PBEEX0WVU,11.0,110.0,Modulo,Modulo Energies,6.176674,48.68841
FRLIBP237002686,50.0,72.0,Eoliberty,Eoliberty,2.494771,46.02686
FRLIBP608003245,50.0,160.0,Eoliberty,Eoliberty,2.889783,49.23245
FRS77P77116001,22.8,45.6,Bouygues E&S,Ecocharge77,3.219879,48.758823
FROZEP26793059,22.0,22.0,OZECAR,OZECAR,9.3353623,41.6248336
FRS77P77100001,22.8,45.6,Bouygues E&S,Ecocharge77,2.79478,48.505161
FRS37P7613,17.0,17.0,Modulo,Modulo Energies,0.593695,47.404129
FRS28PA1CYMTGH,17.0,17.0,Modulo,Modulo Energies,0.818359,48.322194
FRS77P77003001,22.8,45.6,Bouygues E&S,Ecocharge77,2.531976,48.279121
FRS08POXITUU17,24.0,46.0,Modulo,Modulo Energies,4.117,49.468399
FRN54P7JDKUB55,22.0,44.0,Modulo,Modulo Energies,6.178284,48.661768
FRS28PL0DJU0ZX,17.0,17.0,Modulo,Modulo Energies,1.515252,48.450151
FRS08PFNDTHO84,24.0,46.0,Modulo,Modulo Energies,4.499447,49.354924
FRLIBP683209605,25.0,47.0,Eoliberty,Eoliberty,7.440225,48.09605
FRS77P77385001,22.8,45.6,Bouygues E&S,Ecocharge77,3.233131,48.848412
FRS37POQDSHURC,17.0,34.0,Modulo,Modulo Energies,0.538582,47.14435
FRLIBP026000874,22.0,44.0,Eoliberty,Eoliberty,3.214031,49.30874
FRN54PCW77KIQ5,22.0,88.0,Modulo,Modulo Energies,6.173771,48.686259
FROZEP24354365,22.0,44.0,OZECAR,OZECAR,9.2750605,41.601667
FRS37P7L0RZ66A7S5P,17.0,34.0,Modulo,Modulo Energies,0.57681,46.963507
FRS28PYIM5FDSZ,17.0,17.0,Modulo,Modulo Energies,1.364287,48.229263
FRS28POKFMJC6M,17.0,34.0,Modulo,Modulo Energies,1.340464,48.703578
FRS08P3VW8LYGR,24.0,46.0,Modulo,Modulo Energies,4.957174,49.601797
FRS37PUJ9OPKGG,17.0,34.0,Modulo,Modulo Energies,0.376969,46.975415
FRS37PCXGNXNTN,17.0,34.0,Modulo,Modulo Energies,1.046251,47.332938
FRS77P77456001,22.8,45.6,Bouygues E&S,Ecocharge77,3.289959,48.509865
FRS37PXXK6X1CJ,17.0,34.0,Modulo,Modulo Energies,0.666684,47.399974
FRS51PE3AD8LQD,17.0,34.0,Modulo,Modulo Energies,4.320071,49.301307
FRS41PJUBB6LWF,17.0,34.0,Modulo,Modulo Energies,1.075448,47.81808
FRS77P77175002,24.0,46.8,Bouygues E&S,Ecocharge77,2.6332372,48.6528679
FRS77P77067001,22.8,45.6,Bouygues E&S,Ecocharge77,2.601874,48.56225
FRS77P77284004,22.8,45.6,Bouygues E&S,Ecocharge77,2.882304,48.96729
FRS37P8PWIGCKT,17.0,34.0,Modulo,Modulo Energies,0.731121,47.063057
FRS37PCCXSESER,17.0,34.0,Modulo,Modulo Energies,0.511531,47.169922
FRS41PC6XXJMCF,17.0,34.0,Modulo,Modulo Energies,1.255731,47.390532
FRS77P77054001,22.8,45.6,Bouygues E&S,Ecocharge77,3.021417,48.343342
FROZEP230628041,22.0,22.0,OZECAR,OZECAR,5.4699916,43.5137802
FRS77P77527001,22.8,45.6,Bouygues E&S,Ecocharge77,3.003289,48.690327
FRS88PRAK3FPAV,24.0,46.0,Modulo,Modulo Energies,5.944969,48.202498
FRS41P4Z05WUPB,17.0,34.0,Modulo,Modulo Energies,1.210292,47.887587
FRS28P4Z4MJVOA,22.0,22.0,Modulo,Modulo Energies,1.742543,48.082374
FRLIBP312600140,22.0,44.0,Eoliberty,Eoliberty,0.955832,43.1014
FRS88PAQUDYSGN,25.0,47.0,Modulo,Modulo Energies,6.853841,47.885598
FRS37PGL8JPITL,17.0,34.0,Modulo,Modulo Energies,0.309134,47.285679
FRN54PRJOZ38FY,22.0,39.0,Modulo,Modulo Energies,6.19429,48.70356
FRS51PVY8F7MPS,50.0,72.0,Modulo,Modulo Energies,4.190014,48.780783
FRS37PNWKBVMGG,17.0,34.0,Modulo,Modulo Energies,0.577568,47.109764
FRS77P77447002,22.8,45.6,Bouygues E&S,Ecocharge77,2.54736597907563,48.5527792404026
FROZEP22V20353,22.0,44.0,OZECAR,OZECAR,9.2790095,41.6074025
FRS28POELJ0VJ0,17.0,17.0,Modulo,Modulo Energies,1.123919,48.098514
FRS77P77182001,22.8,45.6,Bouygues E&S,Ecocharge77,3.305767,48.782028
FRS37PNK0TJJQP,17.0,34.0,Modulo,Modulo Energies,0.46013,47.527067
FRS37PULTRLTNB,17.0,34.0,Modulo,Modulo Energies,0.6564,47.3376
FRS51POOPUEWOI,17.0,34.0,Modulo,Modulo Energies,3.679734,48.552142
FRS77P77435001,22.8,45.6,Bouygues E&S,Ecocharge77,2.541457,48.499256
FRS55PEHZUZNBH,17.0,34.0,Modulo,Modulo Energies,5.059802,48.978479
FRS37PMGD7837C,17.0,34.0,Modulo,Modulo Energies,0.626942,47.277408
FRS77P77006001,24.0,46.8,Bouygues E&S,Ecocharge77,2.563657,48.409948
FRS41PBAJV75PE,17.0,34.0,Modulo,Modulo Energies,1.605512,47.715684
FRS77P77188001,22.8,45.6,Bouygues E&S,Ecocharge77,2.756482,48.486507
FRS88PJMIEDYBO,25.0,47.0,Modulo,Modulo Energies,6.47679,48.0905
FRS77E77053004,18.0,36.0,Bouygues E&S,Ecocharge77,2.609214,48.69102
FRS77P77053002,22.8,45.6,Bouygues E&S,Ecocharge77,2.614377,48.697565
FRS41PW0SFH1M8,17.0,34.0,Modulo,Modulo Energies,1.124944,47.325755
FRS77P77441001,24.0,92.39999999999999,Bouygues E&S,Ecocharge77,2.746701,48.451259
FRS37PLGUCTKXB,17.0,34.0,Modulo,Modulo Energies,0.746969,47.346501
FRLIBP598609949,50.0,72.0,Eoliberty,Eoliberty,3.540925,50.39949
FRS41PP0515YPW,17.0,34.0,Modulo,Modulo Energies,2.022989,47.601445
FRS28P4OQLSS1I,17.0,17.0,Modulo,Modulo Energies,1.330665,48.112966
FRS77P77341001,22.8,45.6,Bouygues E&S,Ecocharge77,3.35106,48.45281
FRS28POB5LUGVB,17.0,17.0,Modulo,Modulo Energies,1.644529,48.599459
FRS88P066OWZWF,25.0,47.0,Modulo,Modulo Energies,6.602354,48.385134
FRS77P77371001,24.0,46.8,Bouygues E&S,Ecocharge77,2.99187063513061,48.8126645248484
FRS77P77428001,22.8,45.6,Bouygues E&S,Ecocharge77,2.915421,48.558926
FRS88PPJLQBROU,25.0,47.0,Modulo,Modulo Energies,6.387104,48.177798
FRS08PPKJGLRFF,24.0,46.0,Modulo,Modulo Energies,4.4738,49.523656
FRS88PNLGYAZES,25.0,47.0,Modulo,Modulo Energies,6.46486,47.9669
FRS37PD05NRSFD,17.0,34.0,Modulo,Modulo Energies,0.462365,47.254977
FRS77P77039001,22.8,45.6,Bouygues E&S,Ecocharge77,2.588406,48.526657
FRS28P72PJROAM,17.0,17.0,Modulo,Modulo Energies,1.038915,48.560028
FRS55P7207VFPEEC9R,17.0,204.0,Modulo,Modulo Energies,5.60224,48.755076
FRS28PFAGZXKEG,17.0,17.0,Modulo,Modulo Energies,1.029245,48.629593
FRFASP50804,300.0,2400.0,Fastned France,Fastned France,5.86101,45.243957
FRS41PRPCFV1GK,17.0,34.0,Modulo,Modulo Energies,0.791078,47.775214
FRS88PXNHYK2LF,24.0,46.0,Modulo,Modulo Energies,6.612629,48.093138
FRS41PVZZD0WFI,17.0,34.0,Modulo,Modulo Energies,2.033293,47.533779
FRS41PWKULQJ1C,22.0,44.0,Modulo,Modulo Energies,1.329932,47.591927
FRS41PBSHIZRZG,17.0,34.0,Modulo,Modulo Energies,1.307079,47.529822
FRS55P9OAXM8BI,17.0,34.0,Modulo,Modulo Energies,5.396898,48.610175
FRS77P77335002,22.8,45.6,Bouygues E&S,Ecocharge77,2.8405,48.9712
FRS28POCPW2ZDL,17.0,17.0,Modulo,Modulo Energies,1.244193,48.579345
FRS77P77030001,22.8,45.6,Bouygues E&S,Ecocharge77,3.318183,48.85722
FROZEP23125786,22.0,44.0,OZECAR,OZECAR,9.4036398,42.0133516
FRLIBP791402286,22.0,44.0,Eoliberty,Eoliberty,-0.669615,46.82286
FRS77P77284003,22.8,45.6,Bouygues E&S,Ecocharge77,2.882553,48.967475
FRS37PULIM5IW4,17.0,34.0,Modulo,Modulo Energies,0.948622,47.487133
FRS08PSAU972KV,24.0,46.0,Modulo,Modulo Energies,4.954685,49.428651
FROZEP26793055,22.0,88.0,OZECAR,OZECAR,9.5288368,42.4780773
FRS41PWYRYFE3V,17.0,34.0,Modulo,Modulo Energies,1.506585,47.70652
FRS77P77235001,22.8,45.6,Bouygues E&S,Ecocharge77,3.054889,48.991291
FRN54PNWYGZBHF,22.0,44.0,Modulo,Modulo Energies,6.19677,48.69464
FRS51PQEMNUL5N,17.0,34.0,Modulo,Modulo Energies,3.8708,49.013191
FRS55PADQ9NGV4,17.0,34.0,Modulo,Modulo Energies,5.511154,48.973301
FRS41PQSCTZH3M,17.0,34.0,Modulo,Modulo Energies,1.797433,47.365592
FRS28P7P0AT6U8WPYI,17.0,34.0,Modulo,Modulo Energies,1.198194,48.766006
FRS28P139333,17.0,17.0,Modulo,Modulo Energies,0.956825,48.255157
FRS37P10698,17.0,17.0,Modulo,Modulo Energies,0.676511,47.384392
FRS51P2I9LSXMB,17.0,34.0,Modulo,Modulo Energies,4.025731,49.24513
FRN54PGDTFCDJJ,22.0,44.0,Modulo,Modulo Energies,6.16172,48.6219
FRS41PNYYSIOAH,17.0,34.0,Modulo,Modulo Energies,1.173305,47.49941
FRS08PNT7FNYWI,24.0,46.0,Modulo,Modulo Energies,4.49431,49.788094
FRS28POKUSLL9X,17.0,17.0,Modulo,Modulo Energies,1.885469,48.201157
FRS28PRWK30XV3,17.0,17.0,Modulo,Modulo Energies,1.574964,48.192398
FRS28P137295,17.0,17.0,Modulo,Modulo Energies,1.135338,48.079532
FRS77P77278001,22.8,45.6,Bouygues E&S,Ecocharge77,3.163473,48.7766
FROZEP12230027450002,22.0,22.0,OZECAR,OZECAR,8.9080282,42.0267949
FRS77P77182002,100.0,245.6,Bouygues E&S,Ecocharge77,3.303209,48.782135
FRS77P77008001,22.8,45.6,Bouygues E&S,Ecocharge77,3.021658,48.97871
FRS88PCY5PBGJW,25.0,47.0,Modulo,Modulo Energies,6.818616,47.854989
FRS37PALDPD4QK,17.0,17.0,Modulo,Modulo Energies,1.060857,47.260997
FRS77P77284010,22.8,45.6,Bouygues E&S,Ecocharge77,2.893609,48.949873
FRFASP50835,300.0,2400.0,Fastned France,Fastned France,6.091331,48.86053
FROZEP12228023430006,22.0,22.0,OZECAR,OZECAR,9.540741,42.448949
FRS41PLZAR4RKJ,17.0,34.0,Modulo,Modulo Energies,1.392645,47.821051
FRS77P77393001,24.0,46.8,Bouygues E&S,Ecocharge77,2.958194,48.684582
FRS08PUSAJJXTQ,24.0,46.0,Modulo,Modulo Energies,4.520988,49.924518
FRS28P134403,17.0,17.0,Modulo,Modulo Energies,1.460643,48.673989
FRS77P77359001,22.8,45.6,Bouygues E&S,Ecocharge77,2.552458,48.474224
FRS28PPTB26BQA,17.0,17.0,Modulo,Modulo Energies,1.543013,48.651644
FROZEP24354369,22.0,22.0,OZECAR,OZECAR,9.472585,42.4929223
FRS08PBOYL3H4O,24.0,46.0,Modulo,Modulo Energies,4.699761,49.395875
FRS77P77042001,22.8,45.6,Bouygues E&S,Ecocharge77,3.13829,48.8218
FRS51PK66QUQTD,17.0,34.0,Modulo,Modulo Energies,3.758175,49.100557
FRS55PIWXSCDN5,17.0,34.0,Modulo,Modulo Energies,5.162319,48.775137
FRS28PVZEVQL0A,17.0,17.0,Modulo,Modulo Energies,1.132497,48.407753
FRS41P2087KXK3,22.0,44.0,Modulo,Modulo Energies,1.476516,47.344852
FROZEPZPR335516,11.0,11.0,OZECAR,OZECAR,5.1296594,43.6287641
FRS77P77524001,22.8,45.6,Bouygues E&S,Ecocharge77,3.165309,48.439373
FRS37PGBFLSAMA,17.0,34.0,Modulo,Modulo Energies,1.161836,47.159959
FROZEP221C1767,22.0,22.0,OZECAR,OZECAR,9.4376997,42.6286108
FROZEP22V20354,22.0,22.0,OZECAR,OZECAR,8.9043562,41.6967388
FRS28P130744,17.0,17.0,Modulo,Modulo Energies,1.495829,48.445765
FRS88PNRF1J5HZ,24.0,46.0,Modulo,Modulo Energies,6.83715,48.4041
FRS41PDRRJAENN,17.0,34.0,Modulo,Modulo Energies,2.026326,47.601158
FRS37P1DUXP5AG,17.0,34.0,Modulo,Modulo Energies,0.72785,47.36835
FRS77P77135001,22.8,45.6,Bouygues E&S,Ecocharge77,2.960665,48.647747
FRS77P77344003,24.0,46.8,Bouygues E&S,Ecocharge77,2.81849204478834,49.0710898141281
FRGSPP89218736,22.08,47.839999999999996,Greenspot,Greenspot,2.072773,50.870616
FRS51PH75DLDEI,17.0,34.0,Modulo,Modulo Energies,4.319038,48.961659
FRS37PVOYS53M1,17.0,34.0,Modulo,Modulo Energies,0.920065,46.991234
FRS51PHUFHWABT,17.0,34.0,Modulo,Modulo Energies,3.814135,49.288572
FRS77P77255001,22.8,45.6,Bouygues E&S,Ecocharge77,2.688477,48.511044
FRS37POLLEFKDG,17.0,34.0,Modulo,Modulo Energies,0.683976,47.421294
FRS28PUX263EEI,17.0,17.0,Modulo,Modulo Energies,1.493938,48.442585
FRS77P77385002,22.8,45.6,Bouygues E&S,Ecocharge77,3.238447,48.850102
FRS77P77179001,22.8,45.6,Bouygues E&S,Ecocharge77,2.8,48.4575
FRS37PNEQ3EMGI,17.0,34.0,Modulo,Modulo Energies,0.240357,47.167464
FRLIBP88320759,25.0,47.0,Eoliberty,Eoliberty,5.78857,48.0759
FROZEP24577637,22.0,22.0,OZECAR,OZECAR,8.7988935,42.5425308
FRS55PR3XZXND0,17.0,34.0,Modulo,Modulo Energies,5.191293,49.490326
FRS37P221226,17.0,17.0,Modulo,Modulo Energies,0.439384,47.363263
FRS88PUW6LTYOW,25.0,47.0,Modulo,Modulo Energies,6.87923,48.1726
FRS37PVJLZLV27,17.0,34.0,Modulo,Modulo Energies,0.488611,46.98139
FRLIBP313603949,22.0,44.0,Eoliberty,Eoliberty,0.934349,43.13949
FRS41PRRIWSJDM,17.0,34.0,Modulo,Modulo Energies,1.658134,47.590104
FROZEPZPR293469,22.0,22.0,OZECAR,OZECAR,5.361922,43.547749
FRS41PDP3TDIG1,17.0,34.0,Modulo,Modulo Energies,1.373159,47.268943
FRS77P77302001,22.8,45.6,Bouygues E&S,Ecocharge77,2.69995,48.30003
FRS51P1QBQW78O,17.0,34.0,Modulo,Modulo Energies,3.98555,49.262042
FRS37P4IQNBGHF,17.0,17.0,Modulo,Modulo Energies,0.553336,47.016329
FRLIBP392106269,25.0,47.0,Eoliberty,Eoliberty,5.59682,46.76269
FRS77P77508002,100.0,222.8,Bouygues E&S,Ecocharge77,2.8296959870877343,48.81289774974811
FRFASP50832,300.0,2400.0,Fastned France,Fastned France,3.054163,48.9646
FRS77P77037003,22.8,45.6,Bouygues E&S,Ecocharge77,2.707299,48.468041
FRS77P77522001,22.8,45.6,Bouygues E&S,Ecocharge77,3.376131,48.455891
FRS77P77518001,22.8,45.6,Bouygues E&S,Ecocharge77,2.599086,48.494175
FRN54PWC1J1KRJ,22.0,44.0,Modulo,Modulo Energies,6.18008,48.6458
FRS51PCOY1PXUZ,17.0,34.0,Modulo,Modulo Energies,4.222709,49.175214
FRS37PQQFYVBWD,17.0,34.0,Modulo,Modulo Energies,0.894899,46.944576
FRS37PCPLWBWXP,17.0,34.0,Modulo,Modulo Energies,0.665027,47.350328
FRS37PZQ5ZD1BH,17.0,34.0,Modulo,Modulo Energies,0.76167,47.383396
FRS37P10694,17.0,17.0,Modulo,Modulo Energies,0.677547,47.363736
FRFASP51047,400.0,1600.0,Fastned France,Fastned France,4.082942,46.46283
FRS41PNMJRDESI,17.0,34.0,Modulo,Modulo Energies,1.525589,47.668808
FRS41PG0JVKCMU,17.0,34.0,Modulo,Modulo Energies,1.085881,47.918855
FROZEP24354364,22.0,44.0,OZECAR,OZECAR,9.39011,41.926014
FRFASP51042,400.0,1600.0,Fastned France,Fastned France,6.9324,48.291063
FRS88PSM5GMEUN,25.0,47.0,Modulo,Modulo Energies,6.642625,47.999847
FRS55PN2T9TOIV,17.0,34.0,Modulo,Modulo Energies,5.376687,49.210123
FRS08PTOOUOPPU,24.0,46.0,Modulo,Modulo Energies,4.625257,49.828116
FRS37PTG5R5Y5I,50.0,144.0,Modulo,Modulo Energies,0.672126,47.254312
FRS41P7PQPAGYD,17.0,34.0,Modulo,Modulo Energies,1.192719,47.756018
FRS37PH9NL1MST,17.0,34.0,Modulo,Modulo Energies,0.717981,47.391718
FRLIBP31160215,22.0,44.0,Eoliberty,Eoliberty,0.797365,43.0215
FROZEPA02B23464020062,22.0,22.0,OZECAR,OZECAR,5.352732,43.4142338
FRS77P77238001,18.0,36.0,Bouygues E&S,Ecocharge77,3.123814,48.92767
FRS41PPZPSERU9,17.0,34.0,Modulo,Modulo Energies,1.390391,47.276707
FRS41PYEWHGEWZ,17.0,34.0,Modulo,Modulo Energies,1.459363,47.507757
FRFASP50866,300.0,1200.0,Fastned France,Fastned France,6.423404,45.245848
FRS28PI5JANG5V,17.0,17.0,Modulo,Modulo Energies,1.533341,48.647488
FRFASP50801,300.0,2400.0,Fastned France,Fastned France,4.13341,43.715255
FRS77P77528001,22.8,45.6,Bouygues E&S,Ecocharge77,2.664648,48.571087
FRS41PYZPNK0VI,17.0,34.0,Modulo,Modulo Energies,1.669796,47.321429
FRS88PLLJOJKEL,25.0,47.0,Modulo,Modulo Energies,6.13304,48.3019
FRS28PTEH8EWHH,17.0,17.0,Modulo,Modulo Energies,1.160301,48.480715
FRS37PWU35YJWA,17.0,34.0,Modulo,Modulo Energies,0.257426,47.507438
FRS88PHJXFAOIM,25.0,47.0,Modulo,Modulo Energies,6.709425,47.90669
FRS28PB2YNKGM5,17.0,17.0,Modulo,Modulo Energies,1.578366,48.589346
FRS51PGLNZTJXR,17.0,34.0,Modulo,Modulo Energies,4.774333,48.606594
FRS37PRPWI23IP,17.0,34.0,Modulo,Modulo Energies,0.59817,47.272888
FRFASP50820,300.0,1200.0,Fastned France,Fastned France,2.379636,50.572433
FRS51PJYUP6YO5,17.0,34.0,Modulo,Modulo Energies,4.1323,49.197361
FRZUNP1615743645321921749,400.0,10288.0,Zunder,Zunder,2.240692,47.095986
FRS08PQKVTVMRM,24.0,46.0,Modulo,Modulo Energies,4.702371,49.992544
FRS77P77397001,24.0,46.8,Bouygues E&S,Ecocharge77,3.207247,48.962259
FRLIBP921201101,22.0,440.0,Eoliberty,Eoliberty,2.326248,48.81101
FROZEP26793061,22.0,44.0,OZECAR,OZECAR,9.449457,42.134298
FRLIBP637803277,50.0,72.0,Eoliberty,Eoliberty,2.835824,45.93277
FRFASP51041,400.0,3200.0,Fastned France,Fastned France,2.261122,50.740538
FRS28P4QASE9CF,17.0,17.0,Modulo,Modulo Energies,1.369631,48.717581
FRS37PTSAR6C1I,17.0,34.0,Modulo,Modulo Energies,0.348189,47.308279
FRS77P77260001,22.8,45.6,Bouygues E&S,Ecocharge77,3.246524,48.513992
FRS51P4JVC2AED,17.0,34.0,Modulo,Modulo Energies,4.117894,49.049605
FRGSPP89911883,22.08,51.519999999999996,Greenspot,Greenspot,-0.174225,45.692258
FRS37PLDORAO0U,17.0,17.0,Modulo,Modulo Energies,0.961663,46.831853
FRS37PM0DZIWRI,17.0,34.0,Modulo,Modulo Energies,0.930159,47.260249
FRS51PPPIGKOFS,17.0,34.0,Modulo,Modulo Energies,4.583232,48.723506
FRS37PGRWNK94I,17.0,34.0,Modulo,Modulo Energies,1.027371,47.32226
FRS37PRK3F0UCV,17.0,34.0,Modulo,Modulo Energies,0.914723,47.228092
FROZEP27624943,22.0,44.0,OZECAR,OZECAR,8.9464814,42.6299696
FRS28PXW9OZL2A,17.0,17.0,Modulo,Modulo Energies,1.478678,48.882817
FRS55PPBJX0AUA,17.0,34.0,Modulo,Modulo Energies,5.383243,49.163453
FRS77P77288001,24.0,46.8,Bouygues E&S,Ecocharge77,2.660073044713312,48.539630187088285
FROZEP6S0A23234834,22.0,44.0,OZECAR,OZECAR,9.5390726,42.3194002
FROZEPZPR293439,22.0,22.0,OZECAR,OZECAR,9.165896712,41.389000594
FRS37PNWWKFFKU,17.0,34.0,Modulo,Modulo Energies,0.985279,46.913225
FRS51PYPONBYQQ,50.0,72.0,Modulo,Modulo Energies,4.322721,49.038165
FRS28PI5YKD3OH,17.0,34.0,Modulo,Modulo Energies,1.186173,48.044019
FRS77P77308001,22.8,45.6,Bouygues E&S,Ecocharge77,2.743907,49.025669
FRS37PCO16CCPR,17.0,34.0,Modulo,Modulo Energies,0.286574,47.395095
FRS77P77208001,22.8,45.6,Bouygues E&S,Ecocharge77,3.293563,48.482601
FRS88P9LHJJVJE,25.0,47.0,Modulo,Modulo Energies,6.5813,48.04599
FRS51PBMFCCBJH,17.0,34.0,Modulo,Modulo Energies,4.170852,49.362772
FRLIBP628405384,25.0,47.0,Eoliberty,Eoliberty,2.839724,50.65384
FRS37P4KLKAQUU,17.0,17.0,Modulo,Modulo Energies,1.042143,47.05603
FRS37PNDF0J6IT,17.0,34.0,Modulo,Modulo Energies,0.964369,47.183943
FROZEP12230027450001,25.0,25.0,OZECAR,SAS Ozecar,8.7013889,42.1136111
FRS77P77053001,22.8,45.6,Bouygues E&S,Ecocharge77,2.611432,48.694917
FRS77P77040002,22.8,45.6,Bouygues E&S,Ecocharge77,2.561816,48.503139
FRS37PPIKHMPJC,17.0,34.0,Modulo,Modulo Energies,0.718387,47.388464
FRS51PKLUDS1FV,17.0,34.0,Modulo,Modulo Energies,3.878221,49.073952
FRS77P77288009,100.0,245.60000000000002,Bouygues E&S,Ecocharge77,2.65495510812153,48.5337168096606
FRS77P77405001,22.8,45.6,Bouygues E&S,Ecocharge77,3.18528,48.906219
FRS55PMLNWQT7G,17.0,34.0,Modulo,Modulo Energies,5.627281,49.096559
FRS77P77203001,22.8,45.6,Bouygues E&S,Ecocharge77,2.9502057,48.9963908
FRS37P215617,17.0,17.0,Modulo,Modulo Energies,1.042205,47.056025
FRS41PQB7ISYPK,17.0,34.0,Modulo,Modulo Energies,1.608919,47.411859
FRS28PPLTMIKW9,17.0,17.0,Modulo,Modulo Energies,1.467517,48.451561
